datetime,temp_airF,sol_rad_total,gdd_raw,gdd_solar,gdd_raw_cum,gdd_solar_cum,gdd_field_cum
2026-06-29 08:00:00,82.4,1.250,1.14167,1.13675,841.05,835.32,709.44
2026-06-29 09:00:00,86.7,1.990,1.29167,1.80971,842.35,837.13,711.02
2026-06-29 10:00:00,89.4,2.630,1.29167,2.39173,843.64,839.53,713.12
2026-06-29 11:00:00,92.8,3.120,1.29167,2.83734,844.93,842.36,715.60
2026-06-29 12:00:00,95.7,3.460,1.29167,3.14653,846.22,845.51,718.36
2026-06-29 13:00:00,97.5,3.590,1.29167,3.26475,847.51,848.77,721.22
2026-06-29 14:00:00,99.7,3.530,1.29167,3.21019,848.80,851.98,724.04
2026-06-29 15:00:00,101.5,3.240,1.29167,2.94646,850.10,854.93,726.62
2026-06-29 16:00:00,102.2,2.740,1.29167,2.49176,851.39,857.42,728.80
2026-06-29 17:00:00,102.0,2.090,1.29167,1.90065,852.68,859.32,730.47
2026-06-29 18:00:00,100.9,1.360,1.29167,1.23679,853.97,860.56,731.55
2026-06-29 19:00:00,97.9,0.640,1.29167,0.58202,855.26,861.14,732.06
2026-06-29 20:00:00,92.3,0.100,1.29167,0.09094,856.55,861.23,732.14
2026-06-29 21:00:00,85.5,0.000,1.27083,0.00000,857.82,861.23,732.14
2026-06-29 22:00:00,82.4,0.000,1.14167,0.00000,858.97,861.23,732.14
2026-06-29 23:00:00,82.0,0.000,1.12500,0.00000,860.09,861.23,732.14
2026-06-29 23:59:59,82.4,0.000,1.14167,0.00000,861.23,861.23,732.14
2026-06-30 01:00:00,79.7,0.000,1.02917,0.00000,862.26,861.23,732.14
2026-06-30 02:00:00,72.0,0.000,0.70833,0.00000,862.97,861.23,732.14
2026-06-30 03:00:00,70.3,0.000,0.63750,0.00000,863.61,861.23,732.14
2026-06-30 04:00:00,68.5,0.000,0.56250,0.00000,864.17,861.23,732.14
2026-06-30 05:00:00,63.7,0.000,0.36250,0.00000,864.53,861.23,732.14
2026-06-30 06:00:00,64.2,0.080,0.38333,0.06516,864.92,861.30,732.20
2026-06-30 07:00:00,72.5,0.570,0.72917,0.46429,865.65,861.76,732.61
2026-06-30 08:00:00,79.3,1.260,1.01250,1.02633,866.66,862.79,733.51
2026-06-30 09:00:00,85.8,1.960,1.28333,1.59652,867.94,864.39,734.91
2026-06-30 10:00:00,88.7,2.600,1.29167,2.11783,869.23,866.50,736.76
2026-06-30 11:00:00,91.4,3.090,1.29167,2.51696,870.52,869.02,738.97
2026-06-30 12:00:00,94.3,3.400,1.29167,2.76947,871.82,871.79,741.40
2026-06-30 13:00:00,97.3,3.590,1.29167,2.92423,873.11,874.71,743.96
2026-06-30 14:00:00,98.6,3.520,1.29167,2.86722,874.40,877.58,746.47
2026-06-30 15:00:00,100.2,3.260,1.29167,2.65543,875.69,880.24,748.80
2026-06-30 16:00:00,100.6,2.790,1.29167,2.27259,876.98,882.51,750.79
2026-06-30 17:00:00,100.4,2.130,1.29167,1.73499,878.27,884.24,752.31
2026-06-30 18:00:00,99.7,1.390,1.29167,1.13222,879.57,885.38,753.31
2026-06-30 19:00:00,97.3,0.650,1.29167,0.52946,880.86,885.91,753.77
2026-06-30 20:00:00,92.3,0.100,1.29167,0.08145,882.15,885.99,753.84
2026-06-30 21:00:00,84.6,0.000,1.23333,0.00000,883.38,885.99,753.84
2026-06-30 22:00:00,78.4,0.000,0.97500,0.00000,884.36,885.99,753.84
2026-06-30 23:00:00,74.8,0.000,0.82500,0.00000,885.18,885.99,753.84
2026-06-30 23:59:59,74.3,0.000,0.80417,0.00000,885.99,885.99,753.84
2026-07-01 01:00:00,70.2,0.000,0.63333,0.00000,886.62,885.99,753.84
2026-07-01 02:00:00,70.2,0.000,0.63333,0.00000,887.25,885.99,753.84
2026-07-01 03:00:00,71.8,0.000,0.70000,0.00000,887.95,885.99,753.84
2026-07-01 04:00:00,70.5,0.000,0.64583,0.00000,888.60,885.99,753.84
2026-07-01 05:00:00,69.4,0.000,0.60000,0.00000,889.20,885.99,753.84
2026-07-01 06:00:00,69.1,0.080,0.58750,0.06548,889.79,886.05,753.90
2026-07-01 07:00:00,70.3,0.580,0.63750,0.47471,890.42,886.53,754.31
2026-07-01 08:00:00,76.6,1.280,0.90000,1.04763,891.32,887.58,755.23
2026-07-01 09:00:00,82.4,2.000,1.14167,1.63691,892.47,889.21,756.67
2026-07-01 10:00:00,86.0,2.620,1.29167,2.14436,893.76,891.36,758.55
2026-07-01 11:00:00,88.3,3.170,1.29167,2.59451,895.05,893.95,760.82
2026-07-01 12:00:00,90.9,3.510,1.29167,2.87278,896.34,896.82,763.34
2026-07-01 13:00:00,93.4,3.650,1.29167,2.98737,897.63,899.81,765.96
2026-07-01 14:00:00,95.7,3.560,1.29167,2.91371,898.92,902.72,768.51
2026-07-01 15:00:00,98.1,3.260,1.29167,2.66817,900.22,905.39,770.85
2026-07-01 16:00:00,100.0,2.780,1.29167,2.27531,901.51,907.67,772.84
2026-07-01 17:00:00,101.5,2.140,1.29167,1.75150,902.80,909.42,774.38
2026-07-01 18:00:00,100.6,1.400,1.29167,1.14584,904.09,910.57,775.38
2026-07-01 19:00:00,97.9,0.670,1.29167,0.54837,905.38,911.11,775.87
2026-07-01 20:00:00,93.4,0.110,1.29167,0.09003,906.67,911.20,775.94
2026-07-01 21:00:00,91.2,0.000,1.29167,0.00000,907.97,911.20,775.94
2026-07-01 22:00:00,87.4,0.000,1.29167,0.00000,909.26,911.20,775.94
2026-07-01 23:00:00,81.7,0.000,1.11250,0.00000,910.37,911.20,775.94
2026-07-01 23:59:59,75.0,0.000,0.83333,0.00000,911.20,911.20,775.94
2026-07-02 01:00:00,73.2,0.000,0.75833,0.00000,911.96,911.20,775.94
2026-07-02 02:00:00,71.6,0.000,0.69167,0.00000,912.65,911.20,775.94
2026-07-02 03:00:00,72.1,0.000,0.71250,0.00000,913.37,911.20,775.94
2026-07-02 04:00:00,70.0,0.000,0.62500,0.00000,913.99,911.20,775.94
2026-07-02 05:00:00,66.7,0.000,0.48750,0.00000,914.48,911.20,775.94
2026-07-02 06:00:00,66.4,0.080,0.47500,0.06523,914.95,911.27,776.00
2026-07-02 07:00:00,69.1,0.600,0.58750,0.48925,915.54,911.76,776.43
2026-07-02 08:00:00,77.2,1.300,0.92500,1.06004,916.47,912.82,777.36
2026-07-02 09:00:00,83.8,2.030,1.20000,1.65530,917.67,914.47,778.81
2026-07-02 10:00:00,87.6,2.660,1.29167,2.16901,918.96,916.64,780.71
2026-07-02 11:00:00,90.7,3.120,1.29167,2.54410,920.25,919.19,782.94
2026-07-02 12:00:00,93.6,3.520,1.29167,2.87027,921.54,922.06,785.46
2026-07-02 13:00:00,96.8,3.660,1.29167,2.98442,922.83,925.04,788.07
2026-07-02 14:00:00,97.3,3.580,1.29167,2.91919,924.12,927.96,790.63
2026-07-02 15:00:00,99.9,3.280,1.29167,2.67457,925.42,930.64,792.98
2026-07-02 16:00:00,101.8,2.790,1.29167,2.27501,926.71,932.91,794.97
2026-07-02 17:00:00,102.0,2.140,1.29167,1.74499,928.00,934.66,796.50
2026-07-02 18:00:00,101.5,1.400,1.29167,1.14158,929.29,935.80,797.50
2026-07-02 19:00:00,100.4,0.670,1.29167,0.54633,930.58,936.34,797.98
2026-07-02 20:00:00,95.2,0.100,1.29167,0.08154,931.87,936.43,798.05
2026-07-02 21:00:00,88.9,0.000,1.29167,0.00000,933.17,936.43,798.05
2026-07-02 22:00:00,85.1,0.000,1.25417,0.00000,934.42,936.43,798.05
2026-07-02 23:00:00,81.5,0.000,1.10417,0.00000,935.52,936.43,798.05
2026-07-02 23:59:59,76.6,0.000,0.90000,0.00000,936.42,936.43,798.05
2026-07-03 01:00:00,74.1,0.000,0.79583,0.00000,937.22,936.43,798.05
2026-07-03 02:00:00,73.0,0.000,0.75000,0.00000,937.97,936.43,798.05
2026-07-03 03:00:00,70.3,0.000,0.63750,0.00000,938.61,936.43,798.05
2026-07-03 04:00:00,70.2,0.000,0.63333,0.00000,939.24,936.43,798.05
2026-07-03 05:00:00,70.0,0.000,0.62500,0.00000,939.87,936.43,798.05
2026-07-03 06:00:00,67.8,0.080,0.53333,0.07434,940.40,936.50,798.12
2026-07-03 07:00:00,73.8,0.580,0.78333,0.53893,941.18,937.04,798.59
2026-07-03 08:00:00,79.9,1.300,1.03750,1.20795,942.22,938.25,799.65
2026-07-03 09:00:00,86.7,2.000,1.29167,1.85839,943.51,940.10,801.28
2026-07-03 10:00:00,91.9,2.670,1.29167,2.48095,944.80,942.59,803.45
2026-07-03 11:00:00,94.5,3.010,1.29167,2.79688,946.10,945.38,805.90
2026-07-03 12:00:00,97.2,3.240,1.29167,3.01059,947.39,948.39,808.54
2026-07-03 13:00:00,98.6,3.430,1.29167,3.18714,948.68,951.58,811.33
2026-07-03 14:00:00,101.1,3.370,1.29167,3.13139,949.97,954.71,814.08
2026-07-03 15:00:00,101.7,3.120,1.29167,2.89909,951.26,957.61,816.62
2026-07-03 16:00:00,103.3,2.760,1.29167,2.56458,952.55,960.18,818.87
2026-07-03 17:00:00,105.3,1.830,1.29167,1.70043,953.85,961.88,820.36
2026-07-03 18:00:00,103.3,0.710,1.29167,0.65973,955.14,962.54,820.94
2026-07-03 19:00:00,100.4,0.330,1.29167,0.30663,956.43,962.84,821.20
2026-07-03 20:00:00,96.8,0.040,1.29167,0.03717,957.72,962.88,821.24
2026-07-03 21:00:00,93.7,0.000,1.29167,0.00000,959.01,962.88,821.24
2026-07-03 22:00:00,90.3,0.000,1.29167,0.00000,960.30,962.88,821.24
2026-07-03 23:00:00,86.9,0.000,1.29167,0.00000,961.60,962.88,821.24
2026-07-03 23:59:59,85.8,0.000,1.28333,0.00000,962.88,962.88,821.24
2026-07-04 01:00:00,82.0,0.000,1.12500,0.00000,964.00,962.88,821.24
2026-07-04 02:00:00,78.8,0.000,0.99167,0.00000,965.00,962.88,821.24
2026-07-04 03:00:00,79.5,0.000,1.02083,0.00000,966.02,962.88,821.24
2026-07-04 04:00:00,81.1,0.000,1.08750,0.00000,967.10,962.88,821.24
2026-07-04 05:00:00,80.2,0.000,1.05000,0.00000,968.15,962.88,821.24
2026-07-04 06:00:00,79.3,0.040,1.01250,0.06921,969.17,962.95,821.30
2026-07-04 07:00:00,81.0,0.410,1.08333,0.70944,970.25,963.66,821.92
2026-07-04 08:00:00,86.4,0.820,1.29167,1.41887,971.54,965.08,823.16
2026-07-04 09:00:00,88.3,0.860,1.29167,1.48809,972.83,966.56,824.47
2026-07-04 10:00:00,90.5,1.140,1.29167,1.97258,974.12,968.54,826.20
2026-07-04 11:00:00,93.6,1.840,1.29167,3.18382,975.42,971.72,828.99
2026-07-04 12:00:00,94.6,2.220,1.29167,3.84134,976.71,975.56,832.35
2026-07-04 13:00:00,98.1,2.200,1.29167,3.80674,978.00,979.37,835.69
2026-07-04 14:00:00,99.1,1.740,1.29167,3.01078,979.29,982.38,838.33
2026-07-04 15:00:00,99.1,1.730,1.29167,2.99348,980.58,985.37,840.95
2026-07-04 16:00:00,98.6,1.310,1.29167,2.26674,981.87,987.64,842.94
2026-07-04 17:00:00,99.7,1.380,1.29167,2.38786,983.17,990.03,845.03
2026-07-04 18:00:00,98.6,0.820,1.29167,1.41887,984.46,991.45,846.28
2026-07-04 19:00:00,97.3,0.400,1.29167,0.69213,985.75,992.14,846.88
2026-07-04 20:00:00,93.6,0.040,1.29167,0.06921,987.04,992.21,846.94
2026-07-04 21:00:00,92.7,0.000,1.29167,0.00000,988.33,992.21,846.94
2026-07-04 22:00:00,89.1,0.000,1.29167,0.00000,989.62,992.21,846.94
2026-07-04 23:00:00,87.4,0.000,1.29167,0.00000,990.92,992.21,846.94
2026-07-04 23:59:59,86.4,0.000,1.29167,0.00000,992.21,992.21,846.94
2026-07-05 01:00:00,84.0,0.000,1.20833,0.00000,993.42,992.21,846.94
2026-07-05 02:00:00,81.1,0.000,1.08750,0.00000,994.50,992.21,846.94
2026-07-05 03:00:00,82.0,0.000,1.12500,0.00000,995.63,992.21,846.94
2026-07-05 04:00:00,81.3,0.000,1.09583,0.00000,996.72,992.21,846.94
2026-07-05 05:00:00,80.4,0.000,1.05833,0.00000,997.78,992.21,846.94
2026-07-05 06:00:00,80.2,0.020,1.05000,0.02484,998.83,992.23,846.97
2026-07-05 07:00:00,81.9,0.150,1.12083,0.18629,999.95,992.42,847.13
2026-07-05 08:00:00,83.7,0.580,1.19583,0.72034,1001.15,993.14,847.76
2026-07-05 09:00:00,89.4,0.990,1.29167,1.22954,1002.44,994.37,848.84
2026-07-05 10:00:00,94.1,1.380,1.29167,1.71391,1003.73,996.08,850.34
2026-07-05 11:00:00,97.5,2.540,1.29167,3.15458,1005.02,999.24,853.11
2026-07-05 12:00:00,99.7,2.630,1.29167,3.26636,1006.32,1002.50,855.97
2026-07-05 13:00:00,98.2,2.900,1.29167,3.60168,1007.61,1006.11,859.13
2026-07-05 14:00:00,102.9,3.220,1.29167,3.99911,1008.90,1010.10,862.63
2026-07-05 15:00:00,104.4,2.810,1.29167,3.48991,1010.19,1013.59,865.69
2026-07-05 16:00:00,105.3,2.640,1.29167,3.27878,1011.48,1016.87,868.56
2026-07-05 17:00:00,106.5,2.010,1.29167,2.49634,1012.77,1019.37,870.75
2026-07-05 18:00:00,107.2,1.290,1.29167,1.60213,1014.07,1020.97,872.16
2026-07-05 19:00:00,106.0,0.590,1.29167,0.73276,1015.36,1021.70,872.80
2026-07-05 20:00:00,101.8,0.090,1.29167,0.11178,1016.65,1021.82,872.90
2026-07-05 21:00:00,97.0,0.000,1.29167,0.00000,1017.94,1021.82,872.90
2026-07-05 22:00:00,93.2,0.000,1.29167,0.00000,1019.23,1021.82,872.90
2026-07-05 23:00:00,90.0,0.000,1.29167,0.00000,1020.52,1021.82,872.90
2026-07-05 23:59:59,87.4,0.000,1.29167,0.00000,1021.82,1021.82,872.90
2026-07-06 01:00:00,86.9,0.000,1.29167,0.00000,1023.11,1021.82,872.90
2026-07-06 02:00:00,90.5,0.000,1.29167,0.00000,1024.40,1021.82,872.90
2026-07-06 03:00:00,89.6,0.000,1.29167,0.00000,1025.69,1021.82,872.90
2026-07-06 04:00:00,85.5,0.000,1.27083,0.00000,1026.96,1021.82,872.90
2026-07-06 05:00:00,82.4,0.000,1.14167,0.00000,1028.10,1021.82,872.90
2026-07-06 06:00:00,80.8,0.040,1.07500,0.04270,1029.18,1021.86,872.93
2026-07-06 07:00:00,83.3,0.400,1.17917,0.42702,1030.36,1022.29,873.31
2026-07-06 08:00:00,90.5,1.170,1.29167,1.24904,1031.65,1023.54,874.40
2026-07-06 09:00:00,97.5,1.870,1.29167,1.99632,1032.94,1025.53,876.15
2026-07-06 10:00:00,100.2,2.490,1.29167,2.65821,1034.23,1028.19,878.48
2026-07-06 11:00:00,102.6,2.990,1.29167,3.19198,1035.52,1031.38,881.28
2026-07-06 12:00:00,104.5,3.320,1.29167,3.54428,1036.82,1034.93,884.39
2026-07-06 13:00:00,104.7,3.450,1.29167,3.68306,1038.11,1038.61,887.61
2026-07-06 14:00:00,107.1,3.360,1.29167,3.58698,1039.40,1042.20,890.76
2026-07-06 15:00:00,108.0,3.080,1.29167,3.28806,1040.69,1045.48,893.64
2026-07-06 16:00:00,109.9,2.680,1.29167,2.86104,1041.98,1048.35,896.15
2026-07-06 17:00:00,109.4,1.760,1.29167,1.87889,1043.27,1050.22,897.80
2026-07-06 18:00:00,108.7,1.290,1.29167,1.37714,1044.57,1051.60,899.00
2026-07-06 19:00:00,106.9,0.590,1.29167,0.62986,1045.86,1052.23,899.55
2026-07-06 20:00:00,103.1,0.080,1.29167,0.08540,1047.15,1052.32,899.63
2026-07-06 21:00:00,98.1,0.000,1.29167,0.00000,1048.44,1052.32,899.63
2026-07-06 22:00:00,94.5,0.000,1.29167,0.00000,1049.73,1052.32,899.63
2026-07-06 23:00:00,89.6,0.000,1.29167,0.00000,1051.02,1052.32,899.63
2026-07-06 23:59:59,89.6,0.000,1.29167,0.00000,1052.32,1052.32,899.63
2026-07-07 01:00:00,93.6,0.000,1.29167,0.00000,1053.61,1052.32,899.63
2026-07-07 02:00:00,92.7,0.000,1.29167,0.00000,1054.90,1052.32,899.63
2026-07-07 03:00:00,91.0,0.000,1.29167,0.00000,1056.19,1052.32,899.63
2026-07-07 04:00:00,84.6,0.000,1.23333,0.00000,1057.42,1052.32,899.63
2026-07-07 05:00:00,82.9,0.000,1.16250,0.00000,1058.59,1052.32,899.63
2026-07-07 06:00:00,81.3,0.050,1.09583,0.05364,1059.68,1052.37,899.68
2026-07-07 07:00:00,84.2,0.460,1.21667,0.49347,1060.90,1052.86,900.11
2026-07-07 08:00:00,89.4,1.130,1.29167,1.21223,1062.19,1054.08,901.17
2026-07-07 09:00:00,98.2,1.840,1.29167,1.97389,1063.48,1056.05,902.90
2026-07-07 10:00:00,102.0,2.460,1.29167,2.63901,1064.77,1058.69,905.21
2026-07-07 11:00:00,103.6,2.960,1.29167,3.17539,1066.07,1061.86,908.00
2026-07-07 12:00:00,105.4,3.240,1.29167,3.47576,1067.36,1065.34,911.04
2026-07-07 13:00:00,107.1,3.430,1.29167,3.67959,1068.65,1069.02,914.27
2026-07-07 14:00:00,108.9,3.350,1.29167,3.59377,1069.94,1072.61,917.42
2026-07-07 15:00:00,109.8,3.070,1.29167,3.29339,1071.23,1075.91,920.31
2026-07-07 16:00:00,110.7,2.600,1.29167,2.78919,1072.52,1078.70,922.75
2026-07-07 17:00:00,111.4,1.980,1.29167,2.12408,1073.82,1080.82,924.61
2026-07-07 18:00:00,110.5,1.260,1.29167,1.35169,1075.11,1082.17,925.80
2026-07-07 19:00:00,108.7,0.570,1.29167,0.61148,1076.40,1082.78,926.33
2026-07-07 20:00:00,104.4,0.070,1.29167,0.07509,1077.69,1082.86,926.40
2026-07-07 21:00:00,99.0,0.000,1.29167,0.00000,1078.98,1082.86,926.40
2026-07-07 22:00:00,96.6,0.000,1.29167,0.00000,1080.27,1082.86,926.40
2026-07-07 23:00:00,94.8,0.000,1.29167,0.00000,1081.57,1082.86,926.40
2026-07-07 23:59:59,93.6,0.000,1.29167,0.00000,1082.86,1082.86,926.40
2026-07-08 01:00:00,91.6,0.000,1.29167,0.00000,1084.15,1082.86,926.40
2026-07-08 02:00:00,91.2,0.000,1.29167,0.00000,1085.44,1082.86,926.40
2026-07-08 03:00:00,88.0,0.000,1.29167,0.00000,1086.73,1082.86,926.40
2026-07-08 04:00:00,88.2,0.000,1.29167,0.00000,1088.02,1082.86,926.40
2026-07-08 05:00:00,85.1,0.000,1.25417,0.00000,1089.28,1082.86,926.40
2026-07-08 06:00:00,82.2,0.040,1.13333,0.04342,1090.41,1082.90,926.44
2026-07-08 07:00:00,86.7,0.450,1.29167,0.48844,1091.70,1083.39,926.87
2026-07-08 08:00:00,92.7,1.120,1.29167,1.21567,1093.00,1084.61,927.93
2026-07-08 09:00:00,99.5,1.830,1.29167,1.98632,1094.29,1086.59,929.67
2026-07-08 10:00:00,101.8,2.460,1.29167,2.67013,1095.58,1089.26,932.01
2026-07-08 11:00:00,103.5,2.960,1.29167,3.21284,1096.87,1092.48,934.83
2026-07-08 12:00:00,104.7,3.280,1.29167,3.56017,1098.16,1096.04,937.95
2026-07-08 13:00:00,106.3,3.420,1.29167,3.71213,1099.45,1099.75,941.20
2026-07-08 14:00:00,108.0,3.350,1.29167,3.63615,1100.75,1103.38,944.39
2026-07-08 15:00:00,109.6,3.060,1.29167,3.32138,1102.04,1106.70,947.30
2026-07-08 16:00:00,110.5,2.570,1.29167,2.78952,1103.33,1109.49,949.75
2026-07-08 17:00:00,110.7,1.960,1.29167,2.12742,1104.62,1111.62,951.61
2026-07-08 18:00:00,110.1,1.250,1.29167,1.35677,1105.91,1112.98,952.80
2026-07-08 19:00:00,108.7,0.550,1.29167,0.59698,1107.20,1113.58,953.32
2026-07-08 20:00:00,104.7,0.080,1.29167,0.08683,1108.50,1113.66,953.40
2026-07-08 21:00:00,99.9,0.000,1.29167,0.00000,1109.79,1113.66,953.40
2026-07-08 22:00:00,97.2,0.000,1.29167,0.00000,1111.08,1113.66,953.40
2026-07-08 23:00:00,95.7,0.000,1.29167,0.00000,1112.37,1113.66,953.40
2026-07-08 23:59:59,93.6,0.000,1.29167,0.00000,1113.66,1113.66,953.40
2026-07-09 01:00:00,90.3,0.000,1.29167,0.00000,1114.95,1113.66,955.17
2026-07-09 02:00:00,88.2,0.000,1.29167,0.00000,1116.25,1113.66,955.17
2026-07-09 03:00:00,86.2,0.000,1.29167,0.00000,1117.54,1113.66,955.17
2026-07-09 04:00:00,84.9,0.000,1.24583,0.00000,1118.78,1113.66,955.17
2026-07-09 05:00:00,84.2,0.000,1.21667,0.00000,1120.00,1113.66,955.17
2026-07-09 06:00:00,82.2,0.040,1.13333,0.04321,1121.13,1113.71,955.21
2026-07-09 07:00:00,85.3,0.450,1.26250,0.48614,1122.40,1114.19,955.61
2026-07-09 08:00:00,91.2,1.110,1.29167,1.19915,1123.69,1115.39,956.59
2026-07-09 09:00:00,97.9,1.810,1.29167,1.95536,1124.98,1117.35,958.19
2026-07-09 10:00:00,101.7,2.440,1.29167,2.63596,1126.27,1119.98,960.35
2026-07-09 11:00:00,103.1,2.940,1.29167,3.17612,1127.56,1123.16,962.95
2026-07-09 12:00:00,105.1,3.280,1.29167,3.54342,1128.85,1126.70,965.85
2026-07-09 13:00:00,107.1,3.420,1.29167,3.69467,1130.15,1130.40,968.87
2026-07-09 14:00:00,108.3,3.350,1.29167,3.61905,1131.44,1134.02,971.84
2026-07-09 15:00:00,110.7,3.060,1.29167,3.30576,1132.73,1137.32,974.54
2026-07-09 16:00:00,111.6,2.610,1.29167,2.81961,1134.02,1140.14,976.85
2026-07-09 17:00:00,111.6,1.980,1.29167,2.13902,1135.31,1142.28,978.60
2026-07-09 18:00:00,110.7,1.270,1.29167,1.37200,1136.60,1143.65,979.73
2026-07-09 19:00:00,108.9,0.570,1.29167,0.61578,1137.90,1144.27,980.23
2026-07-09 20:00:00,105.1,0.080,1.29167,0.08642,1139.19,1144.35,980.30
2026-07-09 21:00:00,101.1,0.000,1.29167,0.00000,1140.48,1144.35,980.30
2026-07-09 22:00:00,99.0,0.000,1.29167,0.00000,1141.77,1144.35,980.30
2026-07-09 23:00:00,95.5,0.000,1.29167,0.00000,1143.06,1144.35,980.30
2026-07-09 23:59:59,93.7,0.000,1.29167,0.00000,1144.35,1144.35,980.30
2026-07-10 01:00:00,93.7,0.000,1.29167,0.00000,1145.65,1144.35,980.30
2026-07-10 02:00:00,91.4,0.000,1.29167,0.00000,1146.94,1144.35,980.30
2026-07-10 03:00:00,89.2,0.000,1.29167,0.00000,1148.23,1144.35,980.30
2026-07-10 04:00:00,87.6,0.000,1.29167,0.00000,1149.52,1144.35,980.30
2026-07-10 05:00:00,84.9,0.000,1.24583,0.00000,1150.77,1144.35,980.30
2026-07-10 06:00:00,84.7,0.040,1.23750,0.04416,1152.00,1144.40,980.34
2026-07-10 07:00:00,86.5,0.420,1.29167,0.46367,1153.30,1144.86,980.72
2026-07-10 08:00:00,90.1,1.080,1.29167,1.19228,1154.59,1146.05,981.69
2026-07-10 09:00:00,93.7,1.790,1.29167,1.97610,1155.88,1148.03,983.31
2026-07-10 10:00:00,95.7,2.440,1.29167,2.69368,1157.17,1150.72,985.51
2026-07-10 11:00:00,97.9,2.800,1.29167,3.09110,1158.46,1153.82,988.05
2026-07-10 12:00:00,100.0,3.270,1.29167,3.60997,1159.75,1157.43,991.00
2026-07-10 13:00:00,102.4,3.400,1.29167,3.75348,1161.05,1161.18,994.07
2026-07-10 14:00:00,104.4,3.310,1.29167,3.65413,1162.34,1164.83,997.07
2026-07-10 15:00:00,106.3,3.010,1.29167,3.32294,1163.63,1168.16,999.79
2026-07-10 16:00:00,108.3,2.570,1.29167,2.83719,1164.92,1170.99,1002.11
2026-07-10 17:00:00,109.2,1.970,1.29167,2.17481,1166.21,1173.17,1003.89
2026-07-10 18:00:00,108.7,1.260,1.29167,1.39100,1167.50,1174.56,1005.03
2026-07-10 19:00:00,107.1,0.550,1.29167,0.60718,1168.80,1175.17,1005.53
2026-07-10 20:00:00,104.0,0.080,1.29167,0.08832,1170.09,1175.25,1005.60
2026-07-10 21:00:00,101.3,0.000,1.29167,0.00000,1171.38,1175.25,1005.60
2026-07-10 22:00:00,99.7,0.000,1.29167,0.00000,1172.67,1175.25,1005.60
2026-07-10 23:00:00,97.0,0.000,1.29167,0.00000,1173.96,1175.25,1005.60
2026-07-10 23:59:59,95.4,0.000,1.29167,0.00000,1175.25,1175.25,1005.60
2026-07-11 01:00:00,94.5,0.000,1.29167,0.00000,1176.55,1175.25,1005.60
2026-07-11 01:00:00,94.5,0.000,1.29167,0.00000,1177.84,1175.25,1005.60
2026-07-11 02:00:00,93.0,0.000,1.29167,0.00000,1179.13,1175.25,1005.60
2026-07-11 02:00:00,93.0,0.000,1.29167,0.00000,1180.42,1175.25,1005.60
2026-07-11 03:00:00,90.5,0.000,1.29167,0.00000,1181.71,1175.25,1005.60
2026-07-11 03:00:00,90.5,0.000,1.29167,0.00000,1183.00,1175.25,1005.60
2026-07-11 04:00:00,89.4,0.000,1.29167,0.00000,1184.30,1175.25,1005.60
2026-07-11 04:00:00,89.4,0.000,1.29167,0.00000,1185.59,1175.25,1005.60
2026-07-11 05:00:00,87.6,0.000,1.29167,0.00000,1186.88,1175.25,1005.60
2026-07-11 05:00:00,87.6,0.000,1.29167,0.00000,1188.17,1175.25,1005.60
2026-07-11 06:00:00,85.8,0.040,1.28333,0.04363,1189.45,1175.30,1005.63
2026-07-11 06:00:00,85.8,0.040,1.28333,0.04363,1190.74,1175.34,1005.67
2026-07-11 07:00:00,87.4,0.400,1.29167,0.43632,1192.03,1175.78,1006.03
2026-07-11 07:00:00,87.4,0.400,1.29167,0.43632,1193.32,1176.21,1006.38
2026-07-11 08:00:00,91.8,1.050,1.29167,1.14533,1194.61,1177.36,1007.32
2026-07-11 08:00:00,91.8,1.050,1.29167,1.14533,1195.90,1178.50,1008.26
2026-07-11 09:00:00,94.5,1.790,1.29167,1.95252,1197.20,1180.46,1009.86
2026-07-11 09:00:00,94.5,1.790,1.29167,1.95252,1198.49,1182.41,1011.46
2026-07-11 10:00:00,96.4,2.420,1.29167,2.63972,1199.78,1185.05,1013.62
2026-07-11 10:00:00,96.4,2.420,1.29167,2.63972,1201.07,1187.69,1015.78
2026-07-11 11:00:00,98.8,2.920,1.29167,3.18511,1202.36,1190.87,1018.39
2026-07-11 11:00:00,98.8,2.920,1.29167,3.18511,1203.65,1194.06,1020.99
2026-07-11 12:00:00,101.1,3.230,1.29167,3.52326,1204.95,1197.58,1023.88
2026-07-11 12:00:00,101.1,3.230,1.29167,3.52326,1206.24,1201.11,1026.76
2026-07-11 13:00:00,102.4,3.370,1.29167,3.67597,1207.53,1204.78,1029.77
2026-07-11 13:00:00,102.4,3.370,1.29167,3.67597,1208.82,1208.46,1032.78
2026-07-11 14:00:00,104.0,3.270,1.29167,3.56689,1210.11,1212.02,1035.70
2026-07-11 14:00:00,104.0,3.270,1.29167,3.56689,1211.40,1215.59,1038.62
2026-07-11 15:00:00,106.0,2.980,1.29167,3.25056,1212.70,1218.84,1041.28
2026-07-11 15:00:00,106.0,2.980,1.29167,3.25056,1213.99,1222.09,1043.94
2026-07-11 16:00:00,106.5,2.490,1.29167,2.71607,1215.28,1224.81,1046.17
2026-07-11 16:00:00,106.5,2.490,1.29167,2.71607,1216.57,1227.52,1048.39
2026-07-11 17:00:00,106.5,1.900,1.29167,2.07250,1217.86,1229.60,1050.09
2026-07-11 17:00:00,106.5,1.900,1.29167,2.07250,1219.15,1231.67,1051.78
